rownames,year,age,race,sex,educ,relactiv,pid,abortion
60313,2016,44.0,Other,Male,0.0,2.0,3.0,0.0
60315,2016,40.0,White,Female,6.0,1.0,0.0,1.0
60316,2016,28.0,Other,Female,12.0,6.0,3.0,0.0
60318,2016,59.0,Other,Female,14.0,1.0,1.0,1.0
60320,2016,26.0,White,Male,17.0,1.0,0.0,1.0
60321,2016,27.0,White,Male,14.0,1.0,2.0,1.0
60322,2016,69.0,White,Female,12.0,10.0,1.0,1.0
60323,2016,53.0,White,Female,12.0,3.0,6.0,1.0
60324,2016,52.0,Black,Male,12.0,1.0,3.0,0.0
60326,2016,60.0,White,Female,6.0,3.0,3.0,1.0
60327,2016,60.0,White,Male,16.0,1.0,0.0,1.0
60328,2016,59.0,Black,Female,16.0,1.0,0.0,1.0
60329,2016,57.0,Other,Male,14.0,1.0,0.0,1.0
60332,2016,40.0,White,Female,14.0,2.0,2.0,1.0
60334,2016,51.0,Black,Female,15.0,6.0,0.0,1.0
60338,2016,77.0,White,Female,13.0,1.0,6.0,1.0
60340,2016,25.0,White,Male,12.0,1.0,5.0,1.0
60341,2016,48.0,White,Female,13.0,3.0,5.0,1.0
60342,2016,61.0,White,Male,12.0,4.0,3.0,1.0
60344,2016,36.0,Other,Female,6.0,1.0,2.0,1.0
60345,2016,28.0,Black,Female,15.0,6.0,0.0,1.0
60346,2016,23.0,Black,Male,16.0,1.0,2.0,1.0
60347,2016,29.0,Black,Female,15.0,4.0,1.0,1.0
60350,2016,38.0,Black,Female,14.0,3.0,3.0,1.0
60353,2016,78.0,White,Male,18.0,1.0,1.0,1.0
60355,2016,67.0,Other,Female,11.0,3.0,5.0,1.0
60356,2016,48.0,White,Female,16.0,6.0,5.0,1.0
60357,2016,68.0,Black,Male,14.0,8.0,2.0,1.0
60358,2016,42.0,Black,Male,12.0,3.0,0.0,1.0
60359,2016,65.0,White,Female,14.0,1.0,0.0,1.0
60361,2016,77.0,White,Female,13.0,1.0,6.0,1.0
60362,2016,62.0,White,Female,14.0,3.0,6.0,1.0
60363,2016,51.0,White,Male,8.0,1.0,2.0,1.0
60365,2016,28.0,White,Female,12.0,1.0,4.0,1.0
60368,2016,53.0,White,Female,12.0,4.0,4.0,1.0
60369,2016,40.0,Black,Female,15.0,5.0,0.0,1.0
60370,2016,51.0,White,Male,16.0,1.0,3.0,1.0
60371,2016,65.0,Black,Male,13.0,5.0,0.0,1.0
60372,2016,51.0,Black,Female,13.0,6.0,0.0,1.0
60373,2016,60.0,Black,Male,14.0,2.0,0.0,1.0
60374,2016,57.0,Black,Male,12.0,1.0,0.0,1.0
60376,2016,53.0,Black,Female,12.0,8.0,0.0,1.0
60378,2016,56.0,Black,Male,12.0,3.0,3.0,1.0
60380,2016,21.0,Black,Female,13.0,1.0,1.0,1.0
60385,2016,24.0,Black,Female,14.0,6.0,3.0,1.0
60386,2016,87.0,Black,Female,12.0,8.0,2.0,1.0
60387,2016,22.0,Black,Female,13.0,3.0,1.0,1.0
60393,2016,27.0,Black,Female,14.0,2.0,3.0,1.0
60394,2016,20.0,Other,Male,14.0,5.0,5.0,1.0
60396,2016,31.0,White,Female,12.0,1.0,2.0,1.0
60398,2016,51.0,White,Female,17.0,1.0,2.0,1.0
60399,2016,87.0,White,Female,16.0,1.0,4.0,1.0
60400,2016,54.0,White,Female,16.0,5.0,5.0,1.0
60401,2016,81.0,White,Female,12.0,4.0,2.0,1.0
60404,2016,65.0,Black,Male,16.0,7.0,3.0,0.0
60405,2016,75.0,White,Male,12.0,1.0,1.0,1.0
60406,2016,46.0,White,Male,16.0,4.0,5.0,1.0
60408,2016,53.0,White,Male,19.0,4.0,2.0,1.0
60409,2016,45.0,White,Female,16.0,1.0,1.0,1.0
60411,2016,52.0,White,Female,17.0,1.0,0.0,1.0
60412,2016,56.0,White,Female,16.0,1.0,4.0,1.0
60414,2016,58.0,Black,Female,16.0,5.0,0.0,1.0
60416,2016,69.0,Black,Female,16.0,1.0,0.0,1.0
60417,2016,67.0,Black,Female,12.0,6.0,1.0,1.0
60418,2016,54.0,Black,Female,16.0,6.0,0.0,1.0
60419,2016,53.0,Black,Male,14.0,7.0,3.0,1.0
60420,2016,47.0,Black,Female,14.0,4.0,0.0,1.0
60421,2016,47.0,Black,Male,16.0,4.0,1.0,1.0
60422,2016,63.0,Black,Female,5.0,3.0,0.0,1.0
60423,2016,32.0,Black,Female,18.0,3.0,1.0,1.0
60425,2016,23.0,White,Female,13.0,4.0,5.0,1.0
60427,2016,39.0,Other,Female,11.0,2.0,4.0,0.0
60428,2016,38.0,Black,Female,14.0,1.0,3.0,1.0
60429,2016,51.0,White,Male,12.0,1.0,4.0,1.0
60430,2016,66.0,White,Female,16.0,1.0,0.0,1.0
60431,2016,54.0,White,Male,20.0,3.0,5.0,1.0
60432,2016,68.0,White,Male,12.0,4.0,0.0,1.0
60433,2016,58.0,White,Male,16.0,5.0,6.0,1.0
60435,2016,33.0,White,Female,18.0,4.0,4.0,1.0
60436,2016,66.0,White,Female,16.0,2.0,5.0,1.0
60437,2016,27.0,White,Male,12.0,3.0,4.0,1.0
60439,2016,53.0,White,Male,12.0,2.0,6.0,1.0
60440,2016,54.0,White,Male,18.0,7.0,3.0,1.0
60442,2016,67.0,White,Male,12.0,1.0,1.0,1.0
60444,2016,65.0,White,Female,12.0,3.0,2.0,0.0
60446,2016,27.0,Black,Female,15.0,1.0,1.0,1.0
60447,2016,28.0,Black,Male,12.0,1.0,2.0,1.0
60449,2016,27.0,White,Female,16.0,6.0,3.0,1.0
60450,2016,60.0,Black,Male,8.0,3.0,1.0,1.0
60452,2016,74.0,White,Female,12.0,3.0,0.0,1.0
60453,2016,44.0,White,Female,12.0,2.0,3.0,1.0
60455,2016,63.0,White,Male,11.0,1.0,4.0,1.0
60456,2016,72.0,White,Female,12.0,2.0,2.0,1.0
60457,2016,25.0,White,Male,17.0,2.0,2.0,1.0
60458,2016,35.0,Other,Male,18.0,1.0,1.0,1.0
60459,2016,56.0,Black,Male,13.0,1.0,0.0,1.0
60461,2016,75.0,Other,Male,12.0,3.0,0.0,1.0
60462,2016,43.0,Other,Female,16.0,4.0,5.0,1.0
60464,2016,68.0,White,Male,14.0,1.0,3.0,1.0
60465,2016,61.0,White,Female,16.0,1.0,0.0,1.0
60466,2016,46.0,White,Female,15.0,1.0,2.0,1.0
60467,2016,53.0,White,Male,18.0,3.0,1.0,1.0
60469,2016,35.0,White,Female,16.0,1.0,1.0,1.0
60473,2016,47.0,White,Male,9.0,9.0,3.0,1.0
60476,2016,81.0,White,Female,13.0,8.0,1.0,1.0
60478,2016,77.0,White,Female,17.0,3.0,0.0,0.0
60480,2016,54.0,White,Male,17.0,3.0,1.0,1.0
60483,2016,27.0,White,Female,15.0,1.0,4.0,1.0
60484,2016,30.0,Other,Female,16.0,1.0,3.0,1.0
60485,2016,52.0,White,Male,20.0,3.0,3.0,1.0
60486,2016,55.0,White,Female,14.0,1.0,1.0,1.0
60487,2016,40.0,White,Male,16.0,5.0,2.0,1.0
60489,2016,21.0,Other,Female,14.0,2.0,1.0,1.0
60492,2016,81.0,White,Female,15.0,7.0,1.0,1.0
60493,2016,66.0,Black,Female,20.0,1.0,0.0,1.0
60495,2016,78.0,White,Female,12.0,1.0,0.0,1.0
60500,2016,33.0,White,Female,16.0,1.0,1.0,1.0
60502,2016,23.0,Other,Male,13.0,3.0,3.0,0.0
60503,2016,22.0,White,Female,13.0,1.0,3.0,1.0
60506,2016,87.0,White,Female,11.0,1.0,4.0,1.0
60508,2016,35.0,White,Male,12.0,2.0,6.0,1.0
60510,2016,44.0,White,Female,10.0,1.0,1.0,1.0
60512,2016,19.0,White,Female,13.0,3.0,4.0,0.0
60515,2016,42.0,White,Female,12.0,1.0,3.0,1.0
60517,2016,43.0,Other,Female,13.0,4.0,1.0,1.0
60518,2016,30.0,Black,Female,14.0,1.0,0.0,1.0
60519,2016,51.0,White,Female,18.0,4.0,1.0,0.0
60520,2016,39.0,White,Female,12.0,4.0,5.0,1.0
60522,2016,66.0,White,Male,17.0,1.0,1.0,1.0
60524,2016,19.0,White,Female,12.0,1.0,2.0,1.0
60525,2016,30.0,White,Male,12.0,1.0,3.0,1.0
60526,2016,37.0,White,Female,14.0,4.0,0.0,1.0
60527,2016,50.0,White,Male,12.0,8.0,6.0,1.0
60528,2016,35.0,Other,Female,13.0,1.0,3.0,1.0
60530,2016,70.0,White,Female,12.0,1.0,0.0,1.0
60532,2016,33.0,White,Female,9.0,4.0,3.0,0.0
60533,2016,51.0,White,Male,12.0,1.0,1.0,1.0
60534,2016,62.0,Other,Male,9.0,4.0,1.0,1.0
60535,2016,46.0,White,Female,13.0,1.0,4.0,1.0
60536,2016,47.0,White,Male,12.0,9.0,1.0,0.0
60537,2016,56.0,White,Female,17.0,4.0,5.0,1.0
60538,2016,27.0,White,Female,18.0,1.0,4.0,1.0
60539,2016,27.0,White,Female,17.0,7.0,4.0,0.0
60542,2016,63.0,White,Female,16.0,1.0,2.0,1.0
60544,2016,35.0,Other,Male,13.0,1.0,2.0,1.0
60546,2016,47.0,Other,Male,12.0,1.0,2.0,1.0
60547,2016,43.0,Other,Male,14.0,7.0,0.0,1.0
60548,2016,44.0,Other,Female,14.0,1.0,3.0,1.0
60550,2016,43.0,Other,Female,13.0,1.0,2.0,1.0
60551,2016,28.0,Black,Female,12.0,1.0,1.0,1.0
60552,2016,44.0,White,Female,16.0,1.0,0.0,1.0
60553,2016,54.0,Black,Female,14.0,6.0,0.0,1.0
60554,2016,79.0,Black,Female,12.0,4.0,0.0,1.0
60556,2016,28.0,Black,Female,12.0,1.0,4.0,1.0
60560,2016,24.0,Black,Female,12.0,1.0,1.0,0.0
60561,2016,29.0,Black,Male,12.0,1.0,3.0,1.0
60563,2016,73.0,White,Female,12.0,3.0,1.0,1.0
60564,2016,57.0,White,Male,12.0,3.0,2.0,1.0
60566,2016,51.0,White,Male,16.0,2.0,5.0,0.0
60568,2016,65.0,White,Male,16.0,4.0,3.0,1.0
60569,2016,28.0,White,Male,14.0,1.0,3.0,1.0
60570,2016,25.0,White,Male,15.0,1.0,2.0,1.0
60571,2016,40.0,White,Male,10.0,1.0,1.0,1.0
60572,2016,56.0,Black,Male,12.0,1.0,0.0,1.0
60574,2016,27.0,White,Male,13.0,3.0,3.0,1.0
60575,2016,59.0,White,Female,14.0,1.0,3.0,1.0
60577,2016,56.0,White,Male,16.0,6.0,6.0,1.0
60578,2016,61.0,White,Female,12.0,8.0,3.0,1.0
60579,2016,56.0,White,Female,12.0,6.0,1.0,1.0
60581,2016,35.0,Other,Female,19.0,3.0,1.0,1.0
60583,2016,57.0,White,Male,12.0,1.0,5.0,1.0
60584,2016,50.0,White,Female,13.0,4.0,5.0,1.0
60585,2016,25.0,White,Male,13.0,1.0,4.0,1.0
60586,2016,59.0,White,Female,16.0,4.0,1.0,1.0
60587,2016,73.0,White,Male,14.0,2.0,1.0,1.0
60588,2016,60.0,Other,Male,12.0,1.0,1.0,1.0
60590,2016,84.0,Other,Male,6.0,5.0,3.0,1.0
60591,2016,57.0,Other,Female,11.0,1.0,0.0,1.0
60593,2016,35.0,White,Female,12.0,1.0,2.0,1.0
60594,2016,28.0,Other,Female,16.0,1.0,5.0,1.0
60596,2016,42.0,White,Female,17.0,1.0,2.0,1.0
60597,2016,38.0,White,Female,12.0,1.0,2.0,1.0
60598,2016,69.0,White,Male,8.0,4.0,1.0,0.0
60599,2016,68.0,White,Male,12.0,1.0,5.0,1.0
60600,2016,44.0,White,Male,14.0,1.0,0.0,1.0
60601,2016,67.0,White,Male,16.0,1.0,6.0,1.0
60605,2016,68.0,Black,Female,18.0,5.0,0.0,1.0
60606,2016,34.0,White,Female,17.0,3.0,2.0,1.0
60608,2016,24.0,White,Female,11.0,1.0,3.0,1.0
60610,2016,32.0,Black,Female,16.0,1.0,0.0,1.0
60611,2016,22.0,White,Male,12.0,1.0,1.0,1.0
60616,2016,64.0,White,Female,12.0,1.0,2.0,1.0
60617,2016,26.0,Black,Male,12.0,1.0,1.0,1.0
60619,2016,63.0,White,Male,18.0,1.0,1.0,1.0
60622,2016,32.0,White,Male,14.0,1.0,3.0,1.0
60623,2016,61.0,White,Male,17.0,1.0,6.0,1.0
60625,2016,40.0,White,Male,18.0,1.0,0.0,1.0
60627,2016,64.0,White,Female,16.0,7.0,5.0,1.0
60629,2016,41.0,White,Male,20.0,6.0,3.0,1.0
60634,2016,65.0,White,Female,17.0,8.0,0.0,1.0
60636,2016,43.0,White,Male,19.0,1.0,2.0,1.0
60638,2016,56.0,White,Male,16.0,1.0,1.0,1.0
60639,2016,67.0,White,Female,20.0,1.0,1.0,1.0
60641,2016,69.0,White,Male,12.0,1.0,4.0,1.0
60643,2016,23.0,White,Female,12.0,1.0,3.0,1.0
60644,2016,43.0,White,Female,16.0,8.0,6.0,1.0
60645,2016,46.0,White,Female,14.0,5.0,5.0,0.0
60646,2016,34.0,White,Male,16.0,5.0,2.0,1.0
60648,2016,56.0,White,Male,16.0,1.0,1.0,1.0
60649,2016,25.0,White,Female,16.0,8.0,1.0,1.0
60650,2016,77.0,White,Female,12.0,1.0,2.0,1.0
60651,2016,30.0,White,Male,17.0,3.0,2.0,1.0
60653,2016,70.0,White,Female,13.0,3.0,0.0,1.0
60654,2016,79.0,White,Male,16.0,1.0,4.0,1.0
60655,2016,59.0,White,Male,16.0,10.0,2.0,1.0
60657,2016,68.0,White,Male,14.0,6.0,3.0,0.0
60658,2016,29.0,Black,Male,12.0,4.0,0.0,1.0
60661,2016,27.0,Black,Female,12.0,3.0,0.0,1.0
60662,2016,47.0,Black,Male,12.0,4.0,1.0,1.0
60663,2016,35.0,White,Male,14.0,3.0,4.0,1.0
60665,2016,54.0,Black,Male,9.0,1.0,0.0,1.0
60666,2016,31.0,Black,Male,15.0,2.0,0.0,1.0
60667,2016,55.0,White,Female,13.0,1.0,3.0,1.0
60668,2016,61.0,Black,Female,14.0,5.0,0.0,1.0
60669,2016,26.0,White,Male,13.0,1.0,0.0,1.0
60670,2016,60.0,White,Female,12.0,8.0,6.0,1.0
60672,2016,25.0,White,Male,16.0,6.0,6.0,1.0
60673,2016,56.0,White,Male,16.0,7.0,3.0,0.0
60674,2016,57.0,Black,Male,12.0,6.0,0.0,1.0
60676,2016,82.0,Black,Male,10.0,1.0,0.0,1.0
60678,2016,22.0,Black,Female,13.0,1.0,0.0,1.0
60679,2016,29.0,Black,Male,14.0,3.0,3.0,1.0
60681,2016,35.0,White,Female,16.0,5.0,3.0,1.0
60682,2016,56.0,White,Male,16.0,1.0,5.0,1.0
60683,2016,82.0,White,Male,12.0,1.0,2.0,1.0
60684,2016,39.0,White,Male,9.0,1.0,1.0,1.0
60687,2016,22.0,White,Male,13.0,1.0,2.0,1.0
60688,2016,52.0,White,Female,18.0,2.0,0.0,1.0
60690,2016,38.0,White,Female,11.0,1.0,1.0,1.0
60691,2016,39.0,White,Female,12.0,3.0,3.0,1.0
60694,2016,43.0,Black,Female,14.0,4.0,1.0,1.0
60698,2016,69.0,White,Female,19.0,1.0,0.0,1.0
60699,2016,56.0,White,Female,12.0,1.0,3.0,1.0
60701,2016,77.0,White,Male,12.0,1.0,5.0,1.0
60702,2016,61.0,White,Male,12.0,1.0,6.0,1.0
60703,2016,39.0,White,Female,13.0,2.0,6.0,1.0
60704,2016,83.0,Other,Female,8.0,5.0,5.0,1.0
60706,2016,27.0,White,Male,12.0,1.0,6.0,1.0
60708,2016,63.0,White,Female,16.0,3.0,3.0,1.0
60710,2016,72.0,White,Male,12.0,1.0,1.0,1.0
60711,2016,42.0,White,Female,14.0,3.0,3.0,1.0
60712,2016,52.0,White,Female,18.0,5.0,6.0,1.0
60713,2016,75.0,White,Male,13.0,1.0,2.0,1.0
60714,2016,40.0,White,Female,16.0,5.0,5.0,1.0
60716,2016,62.0,White,Female,16.0,1.0,0.0,1.0
60717,2016,42.0,White,Male,18.0,5.0,5.0,1.0
60720,2016,83.0,White,Female,15.0,4.0,2.0,1.0
60721,2016,76.0,White,Male,14.0,1.0,0.0,1.0
60722,2016,52.0,White,Female,20.0,1.0,0.0,1.0
60724,2016,19.0,Black,Male,12.0,7.0,2.0,1.0
60725,2016,51.0,Black,Female,11.0,7.0,3.0,1.0
60729,2016,28.0,White,Male,16.0,1.0,4.0,1.0
60731,2016,43.0,White,Male,13.0,1.0,1.0,1.0
60732,2016,89.0,Black,Male,14.0,1.0,2.0,1.0
60733,2016,56.0,Other,Male,10.0,1.0,2.0,0.0
60735,2016,58.0,White,Male,12.0,1.0,5.0,1.0
60737,2016,47.0,White,Female,16.0,8.0,6.0,1.0
60738,2016,48.0,White,Female,11.0,1.0,5.0,1.0
60740,2016,26.0,White,Male,14.0,1.0,3.0,1.0
60741,2016,23.0,White,Female,9.0,4.0,3.0,0.0
60743,2016,30.0,White,Female,10.0,6.0,2.0,1.0
60746,2016,49.0,White,Female,17.0,3.0,2.0,1.0
60749,2016,52.0,White,Female,12.0,4.0,1.0,1.0
60750,2016,22.0,Other,Male,13.0,2.0,2.0,1.0
60752,2016,42.0,White,Male,7.0,1.0,3.0,1.0
60754,2016,24.0,Black,Male,12.0,1.0,2.0,1.0
60756,2016,33.0,Black,Female,12.0,3.0,1.0,1.0
60758,2016,54.0,White,Female,14.0,1.0,5.0,1.0
60759,2016,47.0,White,Male,12.0,8.0,5.0,1.0
60762,2016,48.0,Black,Male,12.0,1.0,3.0,1.0
60764,2016,32.0,White,Male,20.0,8.0,0.0,1.0
60765,2016,31.0,White,Male,12.0,1.0,1.0,1.0
60767,2016,37.0,White,Female,16.0,1.0,6.0,0.0
60769,2016,36.0,White,Male,16.0,3.0,4.0,1.0
60770,2016,47.0,Black,Male,7.0,3.0,1.0,1.0
60771,2016,37.0,White,Female,19.0,5.0,1.0,1.0
60772,2016,89.0,White,Male,11.0,1.0,5.0,1.0
60773,2016,71.0,White,Female,16.0,4.0,3.0,1.0
60774,2016,21.0,White,Female,13.0,1.0,0.0,1.0
60776,2016,67.0,White,Female,17.0,7.0,1.0,1.0
60777,2016,34.0,White,Male,11.0,1.0,2.0,1.0
60778,2016,65.0,Other,Male,14.0,1.0,2.0,1.0
60780,2016,38.0,White,Female,6.0,1.0,3.0,1.0
60783,2016,52.0,Other,Female,12.0,1.0,0.0,1.0
60784,2016,49.0,Other,Female,18.0,4.0,4.0,1.0
60785,2016,63.0,Other,Male,6.0,1.0,3.0,1.0
60786,2016,26.0,White,Male,15.0,1.0,2.0,1.0
60787,2016,70.0,White,Female,15.0,1.0,5.0,1.0
60788,2016,21.0,White,Female,15.0,1.0,5.0,1.0
60789,2016,69.0,White,Male,12.0,1.0,0.0,1.0
60791,2016,39.0,White,Male,15.0,1.0,4.0,1.0
60793,2016,29.0,White,Male,12.0,8.0,5.0,1.0
60794,2016,45.0,White,Male,12.0,1.0,5.0,1.0
60796,2016,46.0,White,Male,16.0,1.0,1.0,1.0
60797,2016,23.0,Other,Male,16.0,7.0,5.0,1.0
60798,2016,31.0,White,Female,11.0,4.0,2.0,1.0
60800,2016,45.0,Other,Female,16.0,6.0,5.0,1.0
60801,2016,58.0,White,Female,16.0,1.0,2.0,1.0
60803,2016,66.0,White,Male,17.0,1.0,2.0,1.0
60806,2016,44.0,White,Female,18.0,7.0,6.0,0.0
60808,2016,57.0,White,Male,12.0,1.0,5.0,1.0
60809,2016,89.0,White,Male,16.0,1.0,6.0,1.0
60812,2016,64.0,Black,Male,14.0,7.0,1.0,1.0
60816,2016,72.0,White,Female,12.0,1.0,6.0,1.0
60818,2016,57.0,White,Female,19.0,3.0,5.0,1.0
60819,2016,63.0,White,Female,12.0,1.0,3.0,1.0
60823,2016,53.0,White,Female,14.0,4.0,0.0,0.0
60825,2016,52.0,White,Female,12.0,8.0,5.0,0.0
60827,2016,75.0,White,Male,14.0,1.0,1.0,1.0
60829,2016,28.0,White,Female,16.0,3.0,1.0,1.0
60831,2016,48.0,White,Male,9.0,1.0,0.0,1.0
60833,2016,59.0,White,Female,12.0,3.0,1.0,1.0
60834,2016,40.0,White,Male,12.0,8.0,6.0,1.0
60835,2016,35.0,White,Female,16.0,1.0,1.0,1.0
60836,2016,51.0,White,Male,14.0,3.0,6.0,1.0
60838,2016,47.0,White,Female,13.0,1.0,5.0,1.0
60839,2016,45.0,White,Male,16.0,4.0,5.0,0.0
60840,2016,48.0,White,Female,16.0,1.0,2.0,1.0
60842,2016,26.0,White,Male,20.0,3.0,4.0,1.0
60843,2016,33.0,Other,Male,16.0,3.0,3.0,1.0
60844,2016,48.0,Black,Female,16.0,6.0,1.0,1.0
60845,2016,36.0,Other,Female,16.0,3.0,1.0,1.0
60847,2016,49.0,Black,Male,12.0,1.0,1.0,1.0
60848,2016,38.0,White,Male,20.0,4.0,2.0,1.0
60851,2016,28.0,Black,Female,19.0,3.0,1.0,1.0
60853,2016,60.0,Other,Male,10.0,3.0,2.0,1.0
60854,2016,43.0,White,Male,11.0,1.0,2.0,1.0
60856,2016,54.0,White,Male,16.0,1.0,4.0,1.0
60858,2016,69.0,White,Male,12.0,4.0,5.0,1.0
60860,2016,55.0,White,Female,12.0,5.0,5.0,1.0
60861,2016,63.0,White,Male,14.0,4.0,6.0,1.0
60863,2016,68.0,White,Female,12.0,5.0,1.0,0.0
60864,2016,36.0,White,Female,14.0,3.0,3.0,1.0
60865,2016,77.0,White,Male,16.0,4.0,5.0,1.0
60867,2016,26.0,White,Male,12.0,1.0,0.0,1.0
60869,2016,46.0,White,Female,11.0,1.0,2.0,1.0
60870,2016,77.0,White,Female,8.0,1.0,6.0,1.0
60872,2016,54.0,White,Male,16.0,1.0,0.0,1.0
60874,2016,52.0,White,Male,13.0,5.0,3.0,1.0
60875,2016,25.0,White,Female,11.0,2.0,1.0,1.0
60876,2016,21.0,Other,Female,8.0,1.0,1.0,1.0
60879,2016,49.0,White,Female,12.0,3.0,1.0,1.0
60880,2016,56.0,White,Female,12.0,1.0,4.0,1.0
60882,2016,67.0,White,Male,12.0,3.0,5.0,1.0
60883,2016,23.0,White,Female,16.0,3.0,3.0,1.0
60886,2016,24.0,White,Female,12.0,5.0,6.0,1.0
60887,2016,67.0,Black,Male,14.0,8.0,0.0,1.0
60889,2016,62.0,Black,Female,13.0,4.0,0.0,1.0
60891,2016,50.0,Black,Male,13.0,1.0,2.0,0.0
60892,2016,54.0,Black,Male,14.0,1.0,3.0,1.0
60893,2016,58.0,Black,Female,11.0,1.0,0.0,1.0
60894,2016,34.0,Black,Female,12.0,2.0,0.0,1.0
60896,2016,29.0,Black,Female,13.0,1.0,0.0,1.0
60899,2016,70.0,White,Female,16.0,1.0,6.0,1.0
60900,2016,73.0,White,Female,14.0,3.0,5.0,1.0
60902,2016,25.0,White,Female,12.0,4.0,1.0,1.0
60903,2016,62.0,White,Male,13.0,1.0,1.0,1.0
60904,2016,66.0,Other,Male,14.0,1.0,0.0,1.0
60905,2016,65.0,White,Female,9.0,1.0,1.0,1.0
60906,2016,58.0,White,Male,14.0,8.0,0.0,1.0
60907,2016,65.0,Other,Female,6.0,1.0,0.0,1.0
60909,2016,57.0,Other,Male,9.0,8.0,2.0,1.0
60910,2016,30.0,White,Male,9.0,4.0,5.0,0.0
60913,2016,58.0,White,Male,14.0,8.0,3.0,1.0
60915,2016,39.0,White,Female,12.0,3.0,4.0,1.0
60916,2016,67.0,White,Male,16.0,8.0,5.0,0.0
60918,2016,85.0,White,Female,12.0,5.0,1.0,1.0
60919,2016,69.0,White,Female,16.0,6.0,6.0,0.0
60921,2016,66.0,White,Female,12.0,3.0,6.0,1.0
60922,2016,31.0,White,Male,16.0,6.0,6.0,0.0
60923,2016,63.0,White,Female,17.0,1.0,3.0,1.0
60924,2016,78.0,White,Female,12.0,6.0,6.0,1.0
60925,2016,68.0,White,Male,16.0,1.0,3.0,1.0
60926,2016,51.0,Other,Male,16.0,6.0,1.0,1.0
60928,2016,32.0,White,Female,16.0,3.0,2.0,1.0
60929,2016,39.0,Black,Male,18.0,1.0,2.0,1.0
60931,2016,48.0,Black,Female,19.0,7.0,0.0,1.0
60933,2016,68.0,Black,Male,14.0,8.0,2.0,1.0
60934,2016,52.0,White,Male,16.0,1.0,1.0,1.0
60935,2016,83.0,White,Female,19.0,8.0,6.0,0.0
60936,2016,73.0,White,Male,20.0,1.0,1.0,1.0
60938,2016,77.0,White,Female,10.0,1.0,3.0,1.0
60940,2016,36.0,White,Male,12.0,1.0,0.0,1.0
60941,2016,65.0,White,Male,13.0,1.0,2.0,1.0
60943,2016,63.0,White,Male,16.0,1.0,5.0,1.0
60945,2016,35.0,White,Female,16.0,1.0,1.0,1.0
60948,2016,48.0,White,Male,16.0,8.0,5.0,1.0
60949,2016,27.0,White,Male,17.0,2.0,3.0,0.0
60951,2016,34.0,White,Male,10.0,1.0,2.0,1.0
60954,2016,42.0,White,Male,16.0,5.0,0.0,0.0
60956,2016,80.0,White,Female,15.0,1.0,1.0,1.0
60957,2016,80.0,White,Male,14.0,6.0,6.0,0.0
60958,2016,22.0,White,Male,12.0,1.0,2.0,1.0
60959,2016,42.0,White,Female,12.0,6.0,5.0,0.0
60960,2016,49.0,White,Female,9.0,1.0,3.0,1.0
60961,2016,41.0,White,Male,16.0,2.0,6.0,1.0
60963,2016,49.0,Black,Male,13.0,1.0,0.0,1.0
60966,2016,81.0,Other,Female,10.0,4.0,0.0,0.0
60967,2016,87.0,White,Female,12.0,5.0,0.0,1.0
60969,2016,52.0,Black,Male,15.0,3.0,2.0,1.0
60972,2016,26.0,White,Female,17.0,1.0,2.0,1.0
60973,2016,20.0,White,Male,14.0,4.0,0.0,1.0
60978,2016,31.0,White,Male,17.0,3.0,4.0,1.0
60980,2016,19.0,White,Female,13.0,1.0,2.0,1.0
60981,2016,30.0,White,Male,14.0,3.0,5.0,1.0
60984,2016,53.0,White,Male,16.0,1.0,5.0,1.0
60987,2016,52.0,White,Female,12.0,1.0,3.0,1.0
60988,2016,47.0,White,Male,12.0,2.0,3.0,1.0
60990,2016,54.0,White,Female,12.0,5.0,6.0,1.0
60992,2016,67.0,White,Female,18.0,5.0,5.0,1.0
60993,2016,57.0,White,Male,20.0,1.0,5.0,1.0
60994,2016,89.0,White,Male,13.0,1.0,0.0,1.0
60996,2016,32.0,White,Female,13.0,1.0,3.0,1.0
60997,2016,22.0,White,Female,13.0,4.0,5.0,1.0
60999,2016,37.0,White,Female,11.0,3.0,0.0,1.0
61000,2016,54.0,White,Male,16.0,2.0,1.0,1.0
61001,2016,24.0,Black,Female,15.0,1.0,2.0,1.0
61002,2016,25.0,White,Female,14.0,5.0,0.0,1.0
61003,2016,44.0,Black,Female,12.0,1.0,3.0,1.0
61004,2016,25.0,White,Male,14.0,4.0,4.0,1.0
61005,2016,24.0,White,Male,15.0,1.0,4.0,1.0
61006,2016,78.0,White,Female,12.0,3.0,5.0,0.0
61008,2016,38.0,White,Male,6.0,1.0,2.0,1.0
61009,2016,57.0,White,Male,8.0,4.0,1.0,0.0
61010,2016,70.0,White,Female,12.0,1.0,0.0,1.0
61012,2016,77.0,Black,Female,9.0,1.0,0.0,1.0
61013,2016,85.0,White,Female,12.0,4.0,5.0,1.0
61015,2016,62.0,White,Male,14.0,1.0,4.0,1.0
61016,2016,84.0,White,Female,12.0,1.0,5.0,1.0
61017,2016,71.0,White,Female,11.0,1.0,2.0,1.0
61021,2016,80.0,White,Male,14.0,1.0,0.0,1.0
61023,2016,37.0,White,Female,12.0,2.0,5.0,1.0
61025,2016,62.0,White,Female,12.0,2.0,1.0,1.0
61026,2016,74.0,White,Male,12.0,1.0,0.0,1.0
61028,2016,40.0,White,Female,15.0,3.0,1.0,1.0
61031,2016,31.0,White,Male,14.0,1.0,2.0,1.0
